50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,home_team,away_team,match_date,block_offensive,pass_goal_assist,pass_straight,block_deflection,clearance_other,shot_deflected,injury_stoppage_in_chain,pass_miscommunication,foul_committed_penalty,foul_won_penalty,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,shot_saved_off_target,shot_saved_to_post,block_save_block,dribble_no_touch,shot_redirect,shot_follows_dribble,x,y,end_x,end_y,progression,is_line_breaking,zone_origin,zone_dest
,,,,,,,,,,,,,,,,,2.634211,,,,,,,,,,,,,8110f73b-ac44-46a4-b497-d5f29675ad4a,2927,,"[72.9, 20.1]",3773457,61,,,,,0.52183425,,Right Foot,,,,"[108.9, 40.8]",High Pass,,41.526978,,Incomplete,,Santiago Mina Lorenzo,6594.0,,,Through Ball,True,,2,From Throw In,Denis Suárez Fernández,6609.0,Left Center Midfield,123,Celta Vigo,209,"['64d34745-f56f-4608-b7d7-6d1a74002ec5', '96e95205-7721-42e4-9abb-0cab30f69c2d']",39,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:39.607,Pass,,Barcelona,Celta Vigo,2021-05-16,,,,,,,,,,,,,,,,,,,,72.9,20.1,108.9,40.8,36.0,True,Distance,Surface centrale
,,,,,,,,,,,,,,,,,2.043975,,,,,,,,,,,,,e229fe65-9b7b-4f0b-86b6-16b11582a78a,3331,,"[109.4, 12.9]",3773457,70,,,,,1.82812,548238a2-85ad-4d10-a311-e568ba2bafc7,Left Foot,True,,,"[104.9, 30.0]",Ground Pass,,17.682194,,,,Denis Suárez Fernández,6609.0,True,,,,,2,Regular Play,Brais Méndez Portela,6799.0,Right Midfield,142,Celta Vigo,209,['82ddc371-e6f4-45ac-a7f2-253ac9b37ba4'],29,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:25:29.874,Pass,,Barcelona,Celta Vigo,2021-05-16,,,,,,,,,,,,,,,,,,,,109.4,12.9,104.9,30.0,-4.5,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,0.861299,,,,,,,,,,,,,2fdd1082-ebc9-4acc-a4e1-7e4748c03cae,3946,,"[106.8, 23.8]",3773457,86,,,,,1.4962223,ba77bba3-1e08-4ed7-a0e3-35be3064a58e,Right Foot,,,,"[108.1, 41.2]",Ground Pass,,17.448496,,,,Augusto Jorge Mateo Solari,28658.0,True,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,182,Celta Vigo,209,['22333644-c3ef-48cc-8745-4e1bd557011e'],13,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:41:13.436,Pass,,Barcelona,Celta Vigo,2021-05-16,,,,,,,,,,,,,,,,,,,,106.8,23.8,108.1,41.2,1.2999999999999972,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,3.72914,,,,,,,,,,,,,28a4c011-3cca-490d-b859-9aba533ebf3f,59,,"[44.6, 50.0]",3773631,0,,,,,-0.17670886,,Left Foot,,,,"[106.2, 39.0]",High Pass,,62.574436,,Incomplete,,Juan Miguel Jiménez López,6695.0,,,Through Ball,True,,1,From Kick Off,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,2,Real Betis,218,"['72f97a94-117c-4c3c-b05f-437b771069c3', 'b28795f9-0c38-431a-b26f-d350dab451ec']",55,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:55.440,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,44.6,50.0,106.2,39.0,61.6,True,Autre,Surface centrale
,,,,,,,,,,,,,,,,,0.629773,,,,,,,,,,,,,29e26370-b85e-4f80-b956-ed3f2665c490,507,,"[116.7, 19.2]",3773631,10,,,,,1.5767486,3c84cefc-55ea-44e7-8dc0-fe29f00fed46,Left Foot,True,,,"[116.6, 36.0]",Ground Pass,,16.800297,,,,Borja Iglesias Quintas,11391.0,True,,,,,1,From Throw In,Alejandro Moreno Lopera,11538.0,Left Back,15,Real Betis,218,['e20542f3-63f0-4c1c-8801-94476fe52426'],40,,,,,,,,,,,,,,,,,,Real Betis,218,00:10:40.900,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,116.7,19.2,116.6,36.0,-0.10000000000000853,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,1.690261,,,,,,,,,,,,,24d77b27-49c1-4c79-9fd3-47c28a13ad30,1105,,"[96.1, 59.4]",3773631,24,,,,,-0.9347922,31f3a42e-c7b4-4c83-85b7-8102fcbb24f0,Right Foot,,,,"[116.7, 31.5]",High Pass,,34.680973,,,,Juan Miguel Jiménez López,6695.0,True,,,,,1,Regular Play,Borja Iglesias Quintas,11391.0,Center Forward,36,Real Betis,218,['601f3ef0-748c-4a25-a436-0e40b8166d4e'],34,,,,,,,,,,,,,,,,,,Real Betis,218,00:24:34.464,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,96.1,59.4,116.7,31.5,20.60000000000001,True,Half-space droit,Surface centrale
,,,,,,,,,,,,,,,,,1.712936,,,,,,,,,,,,,04ac06f4-2e31-4161-a682-c5f205291c7e,2562,,"[96.6, 24.4]",3773631,55,,,,,0.7428706,f0e72617-d302-4707-9308-4e8d9deb9cee,Left Foot,,,,"[106.4, 33.4]",Ground Pass,,13.305638,,,,Juan Miguel Jiménez López,6695.0,True,,Through Ball,True,,2,Regular Play,Nabil Fekir,2948.0,Center Attacking Midfield,99,Real Betis,218,['e7ec3489-d333-4d37-92f4-718376102bfe'],8,,,,,,,,,,,,,,,,,,Real Betis,218,00:10:08.269,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,96.6,24.4,106.4,33.4,9.800000000000011,False,Half-space gauche,Surface centrale
,,,,,,,,,,,,,,,,,2.841715,,,,,,,,,,,,,8048aa37-23b4-4bb9-942d-df52caed338b,2602,,"[68.0, 40.4]",3773631,57,,,,,-0.2528063,,Left Foot,,,,"[116.0, 28.0]",Ground Pass,,49.5758,,Incomplete,,Juan Miguel Jiménez López,6695.0,,,Through Ball,True,,2,From Throw In,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,101,Real Betis,218,"['21f0d580-00a4-4c05-9f77-b3252ee97fa6', 'ef846339-dd92-4849-b943-6192a353ee45']",21,,,,,,,,,,,,,,,,,,Real Betis,218,00:12:21.932,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,68.0,40.4,116.0,28.0,48.0,True,Distance,Autre
,,,,,,,,,,,,,,,,,1.180296,,,,,,,,,,,,,a43653b6-d533-40ea-829a-93a0e2d36dd4,2856,,"[78.1, 56.4]",3773631,62,,,,,0.67729414,ef757dce-4eda-4f02-9d78-9d6ca9a070ba,Right Foot,,,,"[92.4, 67.9]",Ground Pass,,18.350477,,,,Nabil Fekir,2948.0,True,,,,,2,Regular Play,Paul Edgar Akouokou,42282.0,Right Defensive Midfield,113,Real Betis,218,['16718f89-ba58-4ea5-901a-6cb549397df7'],35,,,,,,,,,,,,,,,,,,Real Betis,218,00:17:35.100,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,78.1,56.4,92.4,67.9,14.300000000000011,False,Distance,Couloir droit
,,,,,,,,,,,,,,,,,1.916749,,,,,,,,,,,,,a89c1c25-43fa-4b98-be41-57f3f6da0970,3561,,"[120.0, 0.1]",3773631,82,,,,,1.7562776,23cdac92-3883-4f28-81a5-07018b64a313,Left Foot,,,,"[111.5, 45.4]",High Pass,,46.090565,,,True,Víctor Ruíz Torre,6752.0,True,True,Outswinging,,Corner,2,From Corner,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,142,Real Betis,218,['cbb0bab7-60eb-454a-9c22-0da7bdbcf3ae'],54,,,,,,,,,,,,,,,,,,Real Betis,218,00:37:54.127,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,120.0,0.1,111.5,45.4,-8.5,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,0.723685,,,,,,,,,,,,,9c37f87d-c584-4651-9353-c7c90c5139cf,3631,,"[88.8, 52.1]",3773631,84,,,,,0.5838704,52e07a88-19a2-4af4-b6f2-de683c476ce4,Left Foot,,,,"[94.4, 55.8]",Ground Pass,,6.71193,,,,Sergio Canales Madrazo,6673.0,True,,,,,2,From Throw In,Cristian Tello Herrera,6658.0,Left Wing,145,Real Betis,218,['ffb6bfb8-3043-4fad-950a-4a839e6ac285'],22,,,,,,,,,,,,,,,,,,Real Betis,218,00:39:22.740,Pass,,Real Betis,Barcelona,2021-02-07,,,,,,,,,,,,,,,,,,,,88.8,52.1,94.4,55.8,5.6000000000000085,False,Half-space droit,Half-space droit
,,,,,,,,,,,,,,,,,0.980059,,,,,,,,,,,,,5e70c568-6abc-4ee9-ad00-d8637f24a866,684,,"[84.5, 35.4]",3773665,13,,,,,0.8167468,fdaff6d3-926a-4038-baa1-c6281f724b80,Right Foot,,,,"[98.4, 50.2]",Ground Pass,,20.30394,,,,Enrique Barja Afonso,24315.0,True,,,,,1,Regular Play,Jonathan Calleri,6930.0,Right Center Forward,38,Osasuna,422,"['5b1c62bf-7804-41db-97e7-6b37b8c0c51a', '7072534c-2422-4ec5-b371-2237f449833a']",16,,,,,,,,,,,,,,,,,,Osasuna,422,00:13:16.636,Pass,True,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,84.5,35.4,98.4,50.2,13.900000000000006,False,Autre,Half-space droit
,,,,,,,,,,,,,,,,,1.421109,,,,,,,,,,,,,b5017a41-bcc8-43b8-a222-9531fe4d83b0,690,,"[120.0, 0.1]",3773665,14,,,,,1.7541764,07bfb781-71bf-48f9-b737-1ff007a34fba,Left Foot,,,,"[112.6, 40.0]",High Pass,,40.580414,,,True,Jonathan Calleri,6930.0,True,,Outswinging,,Corner,1,From Corner,Rubén García Santos,23943.0,Left Midfield,39,Osasuna,422,['2d30336d-2740-4e74-a263-dfc61d81471a'],1,,,,,,,,,,,,,,,,,,Osasuna,422,00:14:01.930,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,120.0,0.1,112.6,40.0,-7.400000000000006,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,1.04686,,,,,,,,,,,,,68d0d30f-153f-41a5-a2e3-ce80b60cdb29,993,,"[115.9, 12.7]",3773665,22,,,,,1.6136885,a4dca1e4-56c0-42aa-b4c7-35b0876dc3d5,Left Foot,True,,,"[114.9, 36.0]",Low Pass,,23.32145,,,,Jonathan Calleri,6930.0,True,,,,,1,Regular Play,Enrique Barja Afonso,24315.0,Left Center Forward,54,Osasuna,422,['2ad2bcfb-47d3-48ab-af63-e69fa8a67310'],36,,,,,,,,,,,,,,,,,,Osasuna,422,00:22:36.149,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,115.9,12.7,114.9,36.0,-1.0,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,3.497108,,,,,,,,,,,,,fabd2425-1ba8-4873-8cb0-c07f4b4e32f4,1462,,"[68.8, 76.9]",3773665,33,,,,,-0.9509129,a91fdb89-755b-4eb3-a662-b1a434938b1c,Right Foot,,,,"[105.7, 25.2]",High Pass,,63.517715,,,,Rubén García Santos,23943.0,True,True,Through Ball,True,,1,Regular Play,Jon Moncayola Tollar,30277.0,Left Defensive Midfield,67,Osasuna,422,['47c04b51-651c-41ee-be90-d15675038552'],16,,,,,,,,,,,,,,,,,,Osasuna,422,00:33:16.554,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,68.8,76.9,105.7,25.2,36.900000000000006,True,Couloir droit,Autre
,,,,,,,,,,,,,,,,,1.359322,,,,,,,,,,,,,8998892d-3090-42de-9057-1075f7f55f23,1482,,"[92.3, 73.7]",3773665,33,,,,,-1.1859326,54d5c754-ff37-49b3-991d-fd7e7c23fb4f,Right Foot,True,,,"[105.1, 42.1]",High Pass,,34.093987,,,,Jonathan Calleri,6930.0,True,,,,,1,Regular Play,Ignacio Vidal Miralles,6591.0,Right Back,67,Osasuna,422,['e56373d0-3afc-4108-9b1d-66bcaa07cabb'],34,,,,,,,,,,,,,,,,,,Osasuna,422,00:33:34.773,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,92.3,73.7,105.1,42.1,12.799999999999997,False,Couloir droit,Surface centrale
,,,,,,,,,,,,,,,,,1.410679,,,,,,,,,,,,,0505974b-855f-4cae-88f1-1ab097b6a71d,3128,,"[100.7, 13.6]",3773665,69,,,,,1.2116183,e235fdf8-6b71-4dd3-a48a-b80701c1f19d,Right Foot,True,,,"[110.8, 40.5]",High Pass,,28.733604,,,,Jonathan Calleri,6930.0,True,,,,,2,From Corner,Rubén García Santos,23943.0,Left Midfield,127,Osasuna,422,"['2d0b4d33-5505-4a2c-b03e-433fca90d3ce', 'df232e3f-5886-42eb-bec3-5e05de1526ff']",18,,,,,,,,,,,,,,,,,,Osasuna,422,00:24:18.428,Pass,True,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,100.7,13.6,110.8,40.5,10.099999999999994,False,Couloir gauche,Surface centrale
,,,,,,,,,,,,,,,,,1.747486,,,,,,,,,,,,,2f355f64-208e-4221-a80a-e9b588d6465e,3827,,"[110.8, 15.3]",3773665,84,,,,,1.8076451,d795e028-5ba3-4e8d-9d56-5cdeb47f37dd,Left Foot,True,,,"[104.5, 41.4]",Low Pass,,26.84958,,,,Ante Budimir,8654.0,True,,,,Recovery,2,Regular Play,Manuel Sánchez De La Peña,33339.0,Left Back,150,Osasuna,422,"['78f02df3-7a0b-42eb-911a-9df403a7c730', 'c5e798bc-343f-4792-914c-16cbfb36b37c']",47,,,,,,,,,,,,,,,,,,Osasuna,422,00:39:47.687,Pass,True,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,110.8,15.3,104.5,41.4,-6.299999999999997,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,0.863345,,,,,,,,,,,,,ee7186ae-677d-47cb-80bc-4c88b95da22a,3902,,"[109.1, 52.2]",3773665,88,,,,,-2.7109,334f61c2-129c-4105-95cc-531003c0d32a,Left Foot,,,,"[105.4, 50.5]",Low Pass,,4.0718546,,,,Adrián López Álvarez,6735.0,True,,,,,2,From Throw In,Ante Budimir,8654.0,Right Center Forward,155,Osasuna,422,['e0a41e71-3c22-458d-b359-a454ffa26920'],12,,,,,,,,,,,,,,,,,,Osasuna,422,00:43:12.382,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,109.1,52.2,105.4,50.5,-3.6999999999999886,False,Autre,Autre
,,,,,,,,,,,,,,,,,1.361277,,,,,,,,,,,,,051c8f5c-cede-42dd-a5ad-be349e7132d8,4182,,"[93.0, 15.2]",3773665,92,,,,,0.9690205,e3fe99c8-263b-4c61-b793-715b195ba0bc,Left Foot,True,,,"[110.1, 40.1]",High Pass,,30.206291,,,,David García Zubiría,23950.0,True,,,,,2,From Throw In,Jonathan Rodríguez Menéndez,6581.0,Left Center Forward,164,Osasuna,422,['74244ccf-9e8e-4d75-86aa-1a4d7e875677'],51,,,,,,,,,,,,,,,,,,Osasuna,422,00:47:51.663,Pass,,Osasuna,Barcelona,2021-03-06,,,,,,,,,,,,,,,,,,,,93.0,15.2,110.1,40.1,17.099999999999994,True,Couloir gauche,Surface centrale
,,,,,,,,,,,,,,,,,3.210504,,,,,,,,,,,,,f5918b5c-fc45-460b-bacd-2c8d4eb88f22,236,,"[63.7, 46.2]",3773497,3,,,,,-0.16076274,,Right Foot,,,,"[108.1, 39.0]",High Pass,,44.979996,,Incomplete,,Ousmane Dembélé,5477.0,,,Through Ball,True,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,6,Real Madrid,220,"['20a5bdb5-617d-4451-afa6-bdb1d8e41a09', '3b981737-43f9-46a9-a867-4c6954b66b2b']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.836,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,63.7,46.2,108.1,39.0,44.39999999999999,True,Distance,Surface centrale
,,,,,,,,,,,,,,,,,0.187634,,,,,,,,,,,,,f475d6bb-0b89-42f7-a056-3d1831245dc4,680,,"[102.8, 47.8]",3773497,12,,,,,-1.2036225,,Right Foot,,,,"[103.8, 45.2]",Ground Pass,,2.7856777,,Incomplete,,Karim Benzema,19677.0,,,Through Ball,True,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,29,Real Madrid,220,"['4f262da4-753d-495e-ae4f-01a2981ef19d', '52589aa6-fab1-4e0d-aa7a-908cbb003a98']",15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:12:15.297,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,102.8,47.8,103.8,45.2,1.0,False,Surface centrale,Surface centrale
,,,,,,,,,,,,,,,,,4.147677,,,,,,,,,,,,,957df8bf-7c7b-47a8-88ad-ac5572c5baf8,1379,,"[22.5, 20.8]",3773497,29,,,,,-0.06416881,,Right Foot,,,,"[72.3, 17.6]",Low Pass,,49.902706,,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,Through Ball,True,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,61,Real Madrid,220,['367553d6-84a8-4395-85b1-22889b1968cf'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:22.645,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,22.5,20.8,72.3,17.6,49.8,True,Autre,Couloir gauche
,,,,,,,,,,,,,,,,,2.793263,,,,,,,,,,,,,c6c600a7-f9ba-4769-b4d7-3e6abfc1a75a,1672,,"[34.7, 26.6]",3773497,33,,,,,-0.29507148,,Right Foot,,,,"[77.8, 13.5]",Ground Pass,,45.046864,,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,Through Ball,True,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,69,Real Madrid,220,['9bebe164-5f3b-4b3f-b475-5445acb78467'],41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:41.141,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,34.7,26.6,77.8,13.5,43.099999999999994,True,Autre,Couloir gauche
,,,,,,,,,,,,,,,,,1.898606,,,,,,,,,,,,,27685bfe-e4a3-4669-995b-414651bfd38e,1675,,"[95.0, 20.9]",3773497,33,,,,,1.308382,e3d86f03-1c76-4e07-9628-019a90c7855d,Right Foot,,,,"[103.3, 51.8]",Low Pass,,31.995312,,,,Federico Santiago Valverde Dipetta,6773.0,True,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,69,Real Madrid,220,['fe0f7639-b3e4-424f-a76d-f4d5c84b6f6d'],46,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:46.955,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,95.0,20.9,103.3,51.8,8.299999999999997,False,Half-space gauche,Autre
,,,,,,,,,,,,,,,,,2.309089,,,,,,,,,,,,,a659922f-8a36-43e0-90a0-4d96db89f3e3,1685,,"[120.0, 0.1]",3773497,34,,,,,2.0059254,d3b69446-7f2c-4317-94d4-ec5e75f53d5c,Right Foot,,,,"[96.2, 51.3]",High Pass,True,56.461315,,,,Federico Santiago Valverde Dipetta,6773.0,True,True,Inswinging,,Corner,1,From Corner,Toni Kroos,5574.0,Left Center Midfield,70,Real Madrid,220,['82068f9d-53c5-4caa-a30b-57b3ca9145dd'],34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:34.083,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,120.0,0.1,96.2,51.3,-23.799999999999997,False,Autre,Half-space droit
,,,,,,,,,,,,,,,,,1.1546,,,,,,,,,,,,,a047d916-6903-4ebd-92d6-c728735d0f7d,2652,,"[99.8, 67.1]",3773497,52,,,,,-2.020556,c0da78a2-902f-4f71-8ec4-7c00105c159c,Right Foot,,,,"[95.6, 58.4]",Ground Pass,,9.660746,,,,Toni Kroos,5574.0,True,,,,,2,Regular Play,Karim Benzema,19677.0,Center Forward,113,Real Madrid,220,['cca7b254-c92c-4a91-8bd2-187ecf001ab0'],42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:42.836,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,99.8,67.1,95.6,58.4,-4.200000000000003,False,Couloir droit,Half-space droit
,,,,,,,,,,,,,,,,,1.86864,,,,,,,,,,,,,f9aa1da0-daad-4d4a-a150-403679ea0af2,2809,,"[61.7, 73.7]",3773497,56,,,,,-1.0849302,aa4ca83a-c0aa-42e4-ab1a-e111f9bd08bf,Right Foot,,,,"[75.8, 47.0]",Ground Pass,,30.19437,,,,Karim Benzema,19677.0,True,,,,,2,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Midfield,119,Real Madrid,220,['3aae7c11-2b90-41b8-b585-1fb53081a4e4'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:11:15.856,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,61.7,73.7,75.8,47.0,14.099999999999994,False,Couloir droit,Distance
,,,,,,,,,,,,,,,,,1.175017,,,,,,,,,,,,,5d4f09ed-8334-4226-a1f7-7c41e931bf4f,3232,,"[113.9, 37.3]",3773497,67,,,,True,1.8681614,9c5abeff-0f11-4e58-ab92-8bd6d8f87a07,,,,,"[112.0, 43.5]",High Pass,,6.484597,,,,Toni Kroos,5574.0,True,,,,,2,From Free Kick,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,133,Real Madrid,220,"['a813968a-65ba-42d6-8811-407140cf5191', 'ef7a69bc-79f3-40a7-ad09-529d35440120']",39,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:39.745,Pass,True,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,113.9,37.3,112.0,43.5,-1.9000000000000057,False,Surface centrale,Surface centrale
,,,,,,,,,,,,,,,,,0.866169,,,,,,,,,,,,,29bd9958-c4b0-4ef3-bc16-455975578176,3289,,"[93.7, 32.8]",3773497,70,,,,,-0.19270076,,Right Foot,,,,"[101.9, 31.2]",Low Pass,,8.354639,,Incomplete,,Ferland Mendy,3804.0,,,Through Ball,True,,2,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,137,Real Madrid,220,"['0c3438a6-6229-4c61-b768-87b1e20384f0', 'fc404838-7231-44f8-8383-1e9c1cb07bfa']",14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:14.446,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,93.7,32.8,101.9,31.2,8.200000000000003,False,Autre,Autre
,,,,,,,,,,,,,,,,,0.744053,,,,,,,,,,,,,389691e5-735d-4d89-be45-aff0c86b86a0,3474,,"[103.8, 55.8]",3773497,76,,,,,-1.5253731,9e93d626-8eae-4ebd-bc4a-9d5ae238ccd2,Left Foot,,,,"[104.6, 38.2]",Ground Pass,,17.618172,,,,Francisco Román Alarcón Suárez,4926.0,True,,,,,2,From Corner,Marco Asensio Willemsen,5719.0,Right Midfield,148,Real Madrid,220,['760c1520-ea04-4ccd-8ea7-885153cb8574'],5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:31:05.850,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,103.8,55.8,104.6,38.2,0.7999999999999972,False,Autre,Surface centrale
,,,,,,,,,,,,,,,,,1.247571,,,,,,,,,,,,,cf4fcdfd-9f89-46b9-80ff-fcf7ac5902e4,3595,,"[113.0, 63.2]",3773497,81,,,,,-2.2570443,f735984a-b457-40e4-b619-7effb3a0fa05,Right Foot,,,,"[104.4, 52.7]",Low Pass,,13.572398,,,,Francisco Román Alarcón Suárez,4926.0,True,,,,,2,From Throw In,Marco Asensio Willemsen,5719.0,Right Midfield,156,Real Madrid,220,['f2acfc0d-7321-4dcf-8e0e-9b3acd8de0d8'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:36:29.902,Pass,,Real Madrid,Barcelona,2021-04-10,,,,,,,,,,,,,,,,,,,,113.0,63.2,104.4,52.7,-8.599999999999994,False,Autre,Autre
,,,,,,,,,,,,,,,,,2.014362,,,,,,,,,,,,,c7862f9e-f354-42f1-af59-02a7fd34b0ff,213,,"[76.8, 17.1]",3773660,5,,,,,0.42007846,,Right Foot,,,,"[106.8, 30.5]",High Pass,,32.85666,,,,Jorge De Frutos Sebastián,32673.0,,,Through Ball,True,,1,Regular Play,Mickaël Malsa,23966.0,Left Defensive Midfield,12,Levante UD,221,['8da8f11a-31e4-43b8-a5f6-c571f726f622'],9,,,,,,,,,,,,,,,,,,Levante UD,221,00:05:09.222,Pass,,Barcelona,Levante UD,2020-12-13,,,,,,,,,,,,,,,,,,,,76.8,17.1,106.8,30.5,30.0,True,Couloir gauche,Surface centrale
,,,,,,,,,,,,,,,,,0.792478,,,,,,,,,,,,,75a40fd8-12c0-45d5-b0c3-d231e7482337,542,,"[102.9, 40.8]",3773660,11,,,,,-0.9240379,5999fad9-e810-46db-b985-849877105380,Right Foot,,,,"[106.6, 35.9]",Ground Pass,,6.140033,,,,Jorge De Frutos Sebastián,32673.0,True,,Through Ball,True,,1,From Keeper,Gonzalo Julián Melero Manzanares,11669.0,Left Midfield,25,Levante UD,221,['d2c785cc-c8bb-4284-a863-6329768885b0'],46,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:46.463,Pass,,Barcelona,Levante UD,2020-12-13,,,,,,,,,,,,,,,,,,,,102.9,40.8,106.6,35.9,3.6999999999999886,False,Surface centrale,Surface centrale
