equipe,competition,saison,n_matches,n_shots_conceded,total_xga,xga_per_match,buts_encaisses,ppda_estime,lb_rate_pct,n_critical_losses,losses_per_match,top_zone_danger,top_zone_xga
Barcelona,La Liga,2020/21,35,290,33.62,0.961,33,0.04,26.0,541,15.5,Surface centrale,26.48
